,Experience,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,SavingsAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,InterestRate,MonthlyLoanPayment,RiskScore
33,-0.9591816259796995,2.217504268346462,1.173179122927394,1.626036530522449,1.016775316635075,0,0,-1.9184460169696682,0.32999519890876716,1.657629873108862,-0.4762637558384835,-2.026641353789542,0.4872148765191924,2.1669756300585137,-1.3576059093866593,0.2643615490789512
35,-1.123995183145102,0.7855688599111644,1.5525868712459765,0.4084153077227813,-1.82905149143594,0,0,1.3845124571843863,1.6077495592647624,-1.216449175610969,-1.3724869976231227,0.9422306959608263,0.9291235858281613,0.9785239526683774,-0.08133450546318909,-0.2538848992833125
44,-1.6063101300825227,-0.6753585763329861,-0.2982194598367566,-1.2204813840765785,0.6445411651394695,0,0,0.2371474582064844,-0.44008832648437096,-1.3307665211933686,-1.310334940486248,-1.9588819589502973,-1.5625048033142268,0.1612061781566839,0.13533406020892821,0.5286167411313221
48,0.4032192777986373,1.8929312549191972,-0.07496471683800822,0.11932685279183267,0.38589629114946045,0,0,-0.3718211221093984,0.11928673566546273,1.0379687804152753,0.01115359416297151,1.2623241014553708,-1.4291499349772991,0.6434373553265449,-0.6585858208097388,-0.6332318727163732
58,0.28521067969178093,-0.12699761104801827,1.390584789086594,-0.18273687694673688,0.5961616540041017,1,0,-0.3718211221093984,0.24056277876258458,-1.0310616953220229,0.41620119602189043,0.6733160526310101,0.04150923438053496,0.38799191317148013,0.08856145882965856,1.6179965135044898
60,-0.20576521948721177,1.5488924228663394,0.30487059102426856,-2.148373966951637,0.5135086333799244,0,0,-1.2304857101868159,-0.294633404744216,1.394094569101315,-0.67875247762259,-2.026641353789542,0.08829250882829963,0.9131539792034987,-0.10711339545669776,-0.3812432080550123
62,-0.8178203008208808,-0.6753585763329861,0.43333583383170926,-1.3089069471866108,-0.5004503201838503,0,0,-1.01014319085766,1.0671793687780768,-0.45371018122281787,-0.8309199925318007,0.7820056987772968,0.6689685680159918,-0.9317262081967684,0.2452528014341148,-1.4614602758056305
63,-1.6063101300825227,-0.12699761104801827,0.5465982435751958,0.0650008510382193,-0.16734398630798303,0,0,0.2371474582064844,0.6403197825082566,0.5128213301710781,2.53310645668453,-2.026641353789542,0.5209532192409301,-0.39383370045551,-0.4109209443203565,0.796182588252556
68,0.45955041550622583,0.35332378252839897,0.6718462931411577,0.9420812182671828,-0.2777868259312119,0,0,-0.3718211221093984,0.2951225768932047,0.46532411459706263,0.06286330765809153,-0.9781085987029762,-0.5432574954707016,-0.9590879356271318,-0.5208650689876365,-0.12563367254940278
69,-0.20576521948721177,-0.6753585763329861,-0.4413118277031066,0.0038291809619137337,-1.249468857246251,0,0,1.5679880736599394,0.4996229025115653,0.43685996536280525,-1.650489152570093,0.20470585761351018,-0.24225993045258407,-1.5940722848009916,0.031423032129213546,-1.742619273403163
70,0.4032192777986373,-0.12699761104801827,0.41720775423644807,-0.11247155977273003,0.6958631472967652,0,0,1.5679880736599394,1.9531206245728023,-1.022339451102168,-1.003805450954425,-1.5089700726661186,-0.01982825459352745,1.3661481483677453,0.11208742254528464,0.6619907452104249
72,0.15896656892507,-0.6753585763329861,-0.5556889834855021,0.004773729068865801,-2.5260300596754446,0,0,0.03710330214644744,-0.04830064220449145,0.9660048328303862,0.5501188677528427,2.13949685957078,1.6065968946925515,-0.5435908902027276,0.6499731950659063,-2.107788458247647
73,1.2384548757087501,-1.330933556437262,0.10738003418200379,0.1727269243582882,0.7989077011672847,0,0,-0.7937558706366962,-0.06450482332311196,0.7434056710560668,-1.5271584778915355,-0.5046028955202927,0.4008044182453862,-1.0151118666109982,0.8980635452719691,-0.12563367254940278
78,0.3451556622925206,-0.12699761104801827,-0.02908077057694082,-1.0416459340639255,-0.26776319249724956,0,0,-0.7937558706366962,0.008749888703392283,-1.7714712146708724,-0.39528963708112996,1.0615160057972275,-1.7746882579937167,-0.5093013942837422,0.463178275222743,-0.12563367254940278
80,0.022761109526782296,0.7855688599111644,-0.16457102309162747,-0.6134285262372617,-0.3884682155516591,0,0,0.4344572759471336,1.9974225257713447,1.2206256752131726,0.14701970430250824,-0.2639840065458476,0.14275962245565466,1.242514745822316,0.8288922801946524,-0.7578365330127095
81,0.5675226230525532,-0.12699761104801827,-0.12190998808721183,0.2784508309596245,0.21900059103622013,0,0,0.03710330214644744,-0.7903789171279937,2.1523294919276212,0.022552499956425526,-2.026641353789542,0.6513611335879367,-0.658759944444876,0.19281162975470473,-0.3812432080550123
87,0.45955041550622583,0.35332378252839897,1.4427482671365237,-1.195826126342633,-0.23026492860012449,1,0,0.03710330214644744,1.1217584133638234,-0.19744587858859075,-1.625998126602849,1.178598541797725,0.14269109076249506,-0.6623250699746343,-0.5880440457373011,-0.17704055020326667
88,-0.20576521948721177,-0.12699761104801827,-0.8890010443582195,-0.6450222788634518,-0.8182657805283611,0,0,-0.16582950207313726,0.1691752831526226,0.014267956174032828,1.4229926718474344,-0.48025883850663126,0.6787842516051619,-0.9294262891688092,-1.6809005805772312,-0.5076964062575164
89,0.5142797363188308,0.35332378252839897,2.1707016963429733,-1.3933166904223893,-1.3142895084560684,0,0,-0.16582950207313726,0.9075290096322555,1.6416688169661502,-1.4890895878207924,-0.634533751330566,-1.2071180919033808,-0.08671071027840752,-0.6636685347176932,-1.2466682029640823
90,0.28521067969178093,0.7855688599111644,0.025627059979034687,-2.773531030009809,-0.2932944871703298,0,0,0.2371474582064844,0.24056277876258458,-0.9591375585443351,0.10838717366941877,0.12980489543798343,0.19981024434100672,0.7399567593637656,-0.4388787938394102,0.13350077167107635
96,0.5142797363188308,0.7855688599111644,-0.20814873758571395,-1.5734963656142176,0.025797326637109944,0,0,1.011326308808998,0.6927828505153477,0.5393289190780285,-1.0262768203776558,0.23989211363267743,1.6743776621725348,-1.856516753884046,-0.89188940256781,-1.742619273403163
100,-0.9591816259796995,0.7855688599111644,0.5121161984852817,0.5532793016497478,0.19662202219052097,0,0,-0.16582950207313726,0.07516382170722664,0.348129418172527,-0.4086109407316744,0.8611284771138175,0.062039724359562266,1.6920247088934361,0.6484198293488669,-0.2538848992833125
101,-0.04979170631887237,0.35332378252839897,-1.4449914019626542,-1.3943555310419675,-1.6347782445558197,0,0,-1.4550818847693265,-0.09077019088429158,-0.08224505665746838,1.3103980061070786,-0.9985225316340276,-1.066098325401373,-0.0836224231708749,-0.676138482021113,-0.3812432080550123
103,-0.6927163234039646,-0.6753585763329861,-1.355513131717119,-0.6911160978730495,1.06741526610694,0,0,-0.16582950207313726,0.12017333114966354,-0.10223395857616847,-0.5166137311213506,1.086492338863122,-1.513415561549603,-1.2898132638340194,-0.3842834685173463,-0.8814968328071886
109,0.2232134927949859,0.7855688599111644,0.7661102412251674,-1.2244760202788534,-0.5186704559754366,0,0,0.8214236903964233,-1.8431890166488685,-0.972907599102459,0.5087416566645152,-0.7929347087418352,1.2952869769182918,1.3725291418318175,-0.06496086769552954,0.39607032621568317
113,1.6323593161907672,-0.12699761104801827,0.025627059979034687,-0.7366705865329891,-0.2985896159245182,0,0,-0.7937558706366962,-0.3000095493385144,0.2664815808140181,-1.3099993176314364,0.7618499070603421,1.5785728049428815,-1.1858199977411656,0.5445533269899105,-0.6332318727163732
115,0.45955041550622583,0.7855688599111644,0.17232156295461887,0.5759279727037342,-0.02075643722739392,0,0,-0.5810600156424354,1.2107636084417803,-1.2902089543322868,0.6099976264733242,0.055463237050912016,0.36591937994936063,0.5190536308677994,-0.7495091385015945,0.0034986852422992805
117,-0.9591816259796995,-0.6753585763329861,0.08367454824595279,-1.151419366243396,-1.3292911886922603,0,0,1.011326308808998,1.1976963022989389,-0.5291555711611906,0.5281988118615595,-0.2387585668891765,-0.7363956696455368,0.05069721237209611,0.5278370733365841,-0.12563367254940278
118,0.9060013848968717,-0.12699761104801827,0.19050164836584213,-0.2276573450671494,0.22804376604693846,0,1,-0.3718211221093984,1.562622234290337,-1.4593842167275062,0.27520994294605344,-0.40975889612433547,0.36614175267612636,-0.7597505809315448,-0.6974064825824682,0.6619907452104249
119,0.8608141700188058,-0.12699761104801827,-0.2982194598367566,0.13376513171645915,-0.3131368498738501,0,0,-1.2304857101868159,-1.100967297877099,0.4347614311707869,-0.284439626354093,0.020998236589368138,0.6600272164752177,0.6511323235502832,-0.15429010923946995,0.0034986852422992805
122,0.9060013848968717,-0.12699761104801827,-0.2696399501030802,-0.13027360423202727,0.6787378070292638,0,1,0.2371474582064844,-0.19842569073355673,0.20978468683992355,-0.37487697680278526,-2.0105729334933007,-0.345770833540989,-0.17918087338149594,0.18458287782353486,1.0669821996288231
124,0.5142797363188308,-0.12699761104801827,0.185971837629783,1.1116865956128592,-1.37581203849782,0,0,0.03710330214644744,1.514939631986529,-0.18036461417194655,-1.8197103391568934,0.08595725303909128,-1.6557700680541976,-0.07639257750673638,-0.3162532681636086,0.13350077167107635
128,0.15896656892507,0.7855688599111644,-0.43514326847303214,0.00043276836546235167,-0.49271464528333436,0,0,0.03710330214644744,-1.666014927890528,0.07640770299456234,1.0322812758669666,0.5054624815901335,-1.6719013117379082,-0.07301362011504595,-1.0817389162823388,-1.3664048545900864
132,-0.8178203008208808,-0.12699761104801827,0.03052819851504981,1.8832418849450603,-0.4831611972056005,0,0,0.6291732354290944,-0.39809752215912686,0.6404287087190925,0.1187791055720865,0.5355951992454967,-0.5056917608054478,-1.160640725823896,-1.660538975480946,-1.3664048545900864
134,-0.8178203008208808,0.35332378252839897,-0.7332401525243794,-1.049919846162895,-0.2771338969022188,0,0,0.03710330214644744,0.42221881973549236,-1.9691318880281716,-0.22213244889251277,-0.4028510763271489,0.359572726404564,-0.19436582576944667,-0.5621132050030206,-0.2538848992833125
135,1.15965832367103,-1.330933556437262,0.8266211040023125,-0.4832201626723421,-0.6432476214731899,0,1,0.8214236903964233,-0.6146322032430118,-0.21977629174825258,0.2382911496656436,1.62999773209369,0.6886396426942565,-0.9845566428168356,0.21624503696753944,-1.3664048545900864
138,0.7675234723714265,-0.6753585763329861,-0.6357013959235606,-0.8220761387393806,0.7133504147106159,0,1,0.03710330214644744,-0.9804353972872973,-0.4253799740992022,1.7135623192945888,-0.3567861427128949,-0.12491327967226833,0.47080677270874277,-0.5629280874424843,1.2035718383525928
142,-1.6063101300825227,-2.195824283211745,-1.9381908950345246,1.0953638633346872,-1.3319615201205472,0,1,0.6291732354290944,-0.04830064220449145,0.2709788341660726,0.347103293464671,-0.7156155160191887,-0.3268411150764557,-1.7357508493158127,-0.3165534441496398,0.9311828045133679
144,0.3451556622925206,-0.6753585763329861,-0.33305574611589156,1.3221705740120613,0.9533417458748172,0,0,-0.7937558706366962,0.32181288167242533,1.3601698335723644,0.7669301086674865,0.2778596139349645,-1.9880729270182715,0.13614535037576778,0.4887280075409568,0.6619907452104249
145,0.6193815468675493,0.7855688599111644,-0.11138344497205238,-1.101336635473886,-0.23945935865787787,0,0,2.106955642528715,1.2426126666985582,-0.2996434803450911,2.4931593219089683,0.9601767740584591,-1.8035691967591194,0.9405271288712932,1.105824375290028,-0.5076964062575164
151,0.6699479846978064,0.35332378252839897,-0.12719381141958613,1.8448229945855894,-0.4762331549969449,0,0,1.3845124571843863,-1.4872433049142468,-0.04178670692774601,0.38841609348663675,-0.012424572892201342,-0.8341968152552655,-0.07960143880564768,0.3843635775778362,-0.12563367254940278
152,-0.6927163234039646,-0.6753585763329861,-1.7284648162199234,-1.0492037771993301,0.39652439434064385,0,0,-1.9184460169696682,-0.14507549228618086,-1.634176736388058,-0.5524310790634799,0.2919253213633131,-0.8570236491702181,0.7373505866268952,0.5204056932896417,0.2643615490789512
153,0.45955041550622583,0.35332378252839897,-0.3155627123868074,0.8314671767865087,0.45066576316992846,0,0,-1.01014319085766,1.0185782035347655,-0.5992699665920055,-0.08241548533501618,-0.8608384117099306,0.32697841643280035,0.5372573443474681,0.3402701696157845,1.0669821996288231
154,0.2232134927949859,-1.330933556437262,-0.5297069258371615,-0.8607943973325465,0.02267351571923559,0,0,0.8214236903964233,1.461938047882608,0.8006396259846479,-0.664938037161694,-0.15353732901192943,-0.45258014741923,0.05744540422222821,0.3702756359618329,-0.3812432080550123
155,-0.6927163234039646,-0.6753585763329861,-0.2924712151865632,-0.3075248095866009,1.0377083908520746,0,0,-0.7937558706366962,0.4487592892632187,0.5138401856875235,0.7457880799352564,-1.4919955424821698,-0.10704884281323948,-0.21827508578604377,0.5827059299255221,1.2035718383525928
160,-0.8178203008208808,-0.6753585763329861,0.5655060731340441,-1.5332932058775193,-1.308430369591122,0,0,0.6291732354290944,-0.679431942348413,0.7574781434859507,-0.009340034193300793,0.6691870362937477,0.4155150665444397,-0.5888631808587977,-0.9156127448794436,-1.834971984354323
161,0.8146732995434496,-1.330933556437262,-1.9775988183875393,0.2887984890349681,1.7155080096964561,0,0,1.5679880736599394,-0.6066670879051402,0.39050473306026035,-0.07966634561400854,-0.7853175148359982,1.0496749155770049,-1.0685421884325152,-1.6059979848978865,1.3409430330433543
164,0.8608141700188058,-0.12699761104801827,-0.8357329512669284,0.13575000104710944,1.284808473174536,0,0,1.198989298665269,-0.0406424317786045,-0.6226159031108327,-0.30571138010294846,1.0484469837962795,0.39414655264916,-1.1893824725224431,-0.19486760196806133,-0.6831861815674181
166,0.7675234723714265,-2.195824283211745,-0.13780292310666853,-0.01164273903344369,1.5421370069067921,0,0,1.5679880736599394,-0.38285521847520443,0.163976256564631,1.2321009600537671,0.7096356993431444,0.2337568490312396,-1.808182393184294,2.2605232516143356,0.13350077167107635
175,0.7675234723714265,2.217504268346462,-0.10091123122851522,0.870543679187618,-1.1566970443230438,0,0,0.8214236903964233,0.8636739323873064,1.0115247394033358,0.1325226616679787,0.9812476289007632,-0.8190726428280296,0.5596644574600056,-0.4290811807349944,-1.742619273403163
176,0.28521067969178093,0.35332378252839897,-0.719014216843841,-2.0308130419715553,0.9575475380850114,0,0,0.03710330214644744,0.27936622456556,0.5309547816833864,-1.4194874278254177,2.0402386808700346,-2.1890769581526333,-0.09561112879918889,-0.682908142507568,-1.5558538967816113
178,-0.04979170631887237,-0.6753585763329861,-1.2420926722049532,1.2002799862551374,-0.6203036799119068,0,0,-0.16582950207313726,-0.07485677123324153,-0.006361495986855819,-1.0706820613651302,-0.12284058304671473,0.2745462793336512,-0.6428740166353821,-0.8289145487556615,-1.3664048545900864
179,1.6980196226439184,-1.330933556437262,-0.19716619425301765,-1.1959465758459407,1.179888559468455,0,0,0.4344572759471336,-0.8224218638238366,0.40292536850994704,0.48998541507175464,1.4007061748363934,-1.4399152351511018,1.0221856465776258,1.170332517509906,0.39607032621568317
180,0.7675234723714265,-0.6753585763329861,-1.2885754614023328,-1.0263989029556577,-1.1800753414885927,0,0,0.6291732354290944,-1.466813752163396,0.3578818202390935,0.0518727145464142,1.9139057400089752,0.47274388606026024,-1.0417296179835218,-0.6943228721758503,-2.197277293131745
184,0.022761109526782296,-0.6753585763329861,-0.039187957157099565,-0.3072730751015914,-1.4029686769256984,0,0,0.8214236903964233,0.30769906470427383,-1.6387797744135932,1.1054375579950857,0.5769549417942551,-0.5894245907672223,-0.10049666847543122,-0.3731818434145267,-1.3664048545900864
185,0.6193815468675493,-0.6753585763329861,0.2308223743108647,-0.1402832327931059,-1.075302994118377,0,0,-1.2304857101868159,-0.572472995956068,-0.6623237219933765,-0.07005471421537912,1.4238536498349885,-0.16867417265390047,-0.41862556268166246,-0.17014815334331462,-1.4614602758056305
186,0.45955041550622583,0.7855688599111644,0.6825374254745383,0.3078907166139788,-1.3185562959915316,0,1,1.9291328808228327,-1.1746853285849075,-0.7349208157730848,-0.39495382820403535,0.9117346418468686,0.805775713007641,1.2664966609771025,1.4226444593060756,0.6619907452104249
187,0.09223953619824254,-1.330933556437262,0.2130006281042726,-1.0741764517816044,-2.3216332542309637,0,0,-1.4550818847693265,0.04314462698423805,0.13794769973373042,-0.628157960649721,0.004224265340974293,0.1343752534705576,0.08564636734115953,0.9447313427931864,-0.3812432080550123
188,-0.47607198732293726,0.35332378252839897,0.15857905675904402,1.148429500413735,1.0867136690635801,0,1,0.2371474582064844,-0.5174001947873366,-1.9241584365930735,-0.2726029354875047,-0.396063743440494,-0.6574903357802043,1.473147963068865,0.3313779491639521,1.8980776964433006
189,-1.6063101300825227,-1.330933556437262,-1.5708644336211386,-1.0999869366743114,-0.4667382351897702,1,0,-0.5810600156424354,-0.9328025781031859,0.9992879201600323,-0.07986246301018325,0.6997636738166686,1.1281198468126625,-0.6914670181028568,-0.1618181531771587,0.9311828045133679
197,0.15896656892507,0.35332378252839897,-1.8491536066553529,-0.22897286003650813,-0.6095628911834459,0,0,-0.16582950207313726,-1.4299497116235178,-1.0456844175979763,-0.7291323842713321,-0.844677537105688,1.3196668489807422,-0.09054105501091497,-0.7564718171325755,0.5286167411313221
203,0.7675234723714265,-0.6753585763329861,1.6590669582063489,-1.1705001138587807,-1.0999853657048368,0,0,-0.3718211221093984,0.11454494893548556,-1.3101068024459421,0.4597325138201362,1.0335858256021124,0.8159655299391845,1.2231073862642932,1.2105295184379907,0.0034986852422992805
207,0.7193039872850573,-0.12699761104801827,0.28336991143498175,-1.011774464431533,2.143413195730941,0,0,-0.16582950207313726,-0.18431909429725093,-1.3347724224795896,0.3367308395063002,-0.2552018229737974,-1.9977554613248711,0.24474896092665088,0.4435279061996496,0.9311828045133679
210,0.5675226230525532,-0.12699761104801827,0.45331812480960704,-1.1652841729054226,-1.209633622891,0,1,-1.01014319085766,-1.5186951340031833,-0.7548194391623976,-0.735718361528289,-0.4159706735333275,1.0764667172297528,-0.2913758230008651,0.2313873635486767,0.6619907452104249
212,0.8608141700188058,-0.12699761104801827,-1.0578140539480234,0.11520555775727594,-1.3288440015570153,0,0,-0.16582950207313726,1.293187576643329,-0.1002952598893294,0.6811702624515297,-1.838091316720713,-0.2912400340709744,-0.4960857852156341,-0.08621756106957382,-0.2538848992833125
213,0.6699479846978064,1.1815388777494322,1.665680160001066,-2.329553433820808,-0.3292183848765421,0,0,0.8214236903964233,-0.5654208055350607,-1.0698579401810187,0.2740388412638554,-0.7558895229414165,-0.8649450206036324,1.6010476424502094,-0.184496302084117,0.13350077167107635
216,-0.6927163234039646,-0.6753585763329861,-1.0328141428655162,-1.2970866786945812,0.7990709737539474,0,0,-0.3718211221093984,-1.0569150470465707,1.0422754332456183,0.4358434563999527,-0.4843847033993486,-0.05067960769862258,0.25495401538870655,-0.0353713236231635,0.13350077167107635
224,-0.20576521948721177,-1.330933556437262,0.2790423929672634,1.4655811794011633,-0.22724131021664212,0,0,1.198989298665269,0.5871971197828978,-1.6103166695451405,0.9896670882721061,0.2190297926933233,0.22055489896400618,-2.281324665010374,-0.28802917166089115,-1.3664048545900864
227,-0.8178203008208808,0.35332378252839897,0.24848939115735394,-1.3778059405194572,-0.15323671188152144,0,0,-1.9184460169696682,-0.2690479165364572,-0.9283090367210408,1.0935693566470581,-2.026641353789542,-0.2714194758723615,1.3545606558137564,0.35644241994883696,0.2643615490789512
233,0.022761109526782296,-0.6753585763329861,0.6789799287800882,-1.267533766563204,0.1963380577561553,0,0,-0.16582950207313726,-0.8978991658973092,-0.028512875346189463,-0.6426736957764742,-0.1579845882300423,-0.9083010596589102,0.25858690862489386,-1.2321825807311861,0.6619907452104249
237,0.15896656892507,-1.330933556437262,-0.3507011934305149,1.9365462687127177,-1.1554368435701772,0,0,0.2371474582064844,-1.2875136376271563,1.2174918526003298,0.015710877640020656,-0.3119327007768079,-0.8718134327196702,0.22433725380609595,1.1664952022114383,-0.12563367254940278
239,0.7193039872850573,1.1815388777494322,-0.2136623998758096,2.189914475328024,0.46257364834428605,0,0,1.7495017103140669,-0.3516296421343468,-0.9947027280233423,1.2011985576439166,-0.1673431800933335,-0.23260234776549277,-0.7830244535301086,-1.5284383173083378,1.0669821996288231
240,-0.20576521948721177,0.35332378252839897,0.4809683332079216,0.08679575878552981,0.9142413925464817,0,0,0.2371474582064844,0.21804136456416554,0.46864331266924447,-1.0512054567025486,-1.627042713111687,0.785101502600337,0.6462615187351929,0.27748472990550166,0.6619907452104249
243,0.8608141700188058,0.7855688599111644,0.7695193560124609,-1.2483045242157036,-0.6452939155604948,0,0,-0.5810600156424354,-0.6748481758335166,0.6888183601541642,0.7464777512810611,-0.9523137382423591,-1.2943265255661156,-0.8566586049785911,-1.2855204790149393,-0.6332318727163732
244,-0.9591816259796995,-0.12699761104801827,-0.920084103485337,-1.6762785303178174,-1.0337883709732039,0,1,-1.01014319085766,-0.18152145134284084,0.7603816576242861,0.7671412025375652,-2.026641353789542,-1.6928372074122497,-0.7657667651602269,0.5425938048990315,0.2643615490789512
245,0.15896656892507,-0.6753585763329861,0.2174707201105979,2.278434421267122,1.3346497594111533,1,0,-0.3718211221093984,-0.5933305002109164,-2.5311630958461877,-0.5478831735474639,0.7369867095463737,0.9812828500410765,-1.8364080885399103,0.033518569289082624,1.8980776964433006
246,0.022761109526782296,1.5488924228663394,-0.5040545188411509,-2.385092656528871,0.8617478346744404,0,1,0.8214236903964233,0.44106365428106586,0.91635597107151,-0.017416543010961353,-1.0984471056290384,-0.39289726013645804,-0.6776247223113762,-2.1955332318955922,0.6619907452104249
247,-0.47607198732293726,-0.12699761104801827,0.7002325649579763,-0.041227843651994174,-0.17800438045213465,0,0,0.4344572759471336,0.032885039763905305,-0.2624081633066323,1.6178486443384865,-0.53153617715523,0.7857875552416079,0.5348567507646359,0.8384445732173968,0.39607032621568317
248,1.2769129233361753,-1.330933556437262,0.185971837629783,-2.0411196916790395,1.67302216320504,0,0,0.2371474582064844,-0.12111848638912129,-0.9499136629171642,-0.0886782091537917,0.5804427211313682,-0.07041284661042085,-0.505663680155615,0.9221521938610071,1.2035718383525928
252,1.3888246268110969,-0.12699761104801827,-1.0662168351917456,-0.17109753299016164,0.7107571207560961,0,0,0.03710330214644744,-0.05954533227797483,-0.35192570834937187,-0.6619523574606109,0.5353540787122515,-0.012342585170175916,0.9063377319492736,1.1583273616028769,0.39607032621568317
253,0.8146732995434496,-0.6753585763329861,0.3721859030666802,0.4247478285227334,-0.5667208832969234,0,0,1.7495017103140669,0.7159024694840563,0.4487627279522707,0.5524729502700676,-1.4957525011569528,0.05849056365886557,0.28787749804345525,-0.634518714723252,0.0034986852422992805
255,-0.04979170631887237,1.5488924228663394,1.5103023729602547,-0.6873612541526799,0.913585568692556,0,0,0.2371474582064844,-0.2848514708817741,-0.13931090968276647,-0.75304774955428,-0.7281669945451429,-2.1227234763679115,0.5014333813288748,-1.3818562790073905,0.6619907452104249
256,0.9937128145302623,-0.6753585763329861,2.026192492681152,0.9150953863056182,-1.44323400750312,0,1,0.4344572759471336,1.0502236130438283,1.4181044311817115,0.23105111239609077,2.7825885153538272,-0.4333613645042394,-0.7502946151399524,-0.06964467450881884,-1.077353739793596
258,0.4032192777986373,-0.6753585763329861,-0.05955454652397126,-0.2517985785302025,0.17806021325417795,0,0,1.3845124571843863,-1.0801674284374139,-0.9335402144788117,-1.5531566592972537,0.8671409841559089,1.610785587435101,-0.3104307151635062,1.0077823449216485,-0.3812432080550123
261,0.022761109526782296,-2.195824283211745,-0.27532369287323155,-0.5510229510956405,-0.5587134322874249,0,0,-1.4550818847693265,0.4625066268855753,1.3681424390746613,1.9711852820249012,0.7486082249851198,1.6738608728847273,-0.05068502956611233,2.0428082486138313,-0.5076964062575164
263,-0.3800309718026045,1.5488924228663394,-0.06467828174214997,-0.8242467606602466,-1.5552473046481494,0,0,1.011326308808998,1.3183626412515297,-0.0612673767462909,0.9119608493703995,-0.8251338726870254,-1.8084672284051488,2.07660002343956,0.4525429914847473,0.39607032621568317
264,0.15896656892507,-2.195824283211745,-1.4348500594413707,0.057608064772948386,-1.5397311069255013,0,0,0.4344572759471336,-1.6228599073036214,0.1467973240477612,1.8800897696514147,-2.026641353789542,-1.234026487567907,-0.5039303271134727,1.1691480661632443,0.13350077167107635
